Rank,Player,Real time,In-game time,Version,Difficulty,F3,Mods,Date,Unnamed: 9,Unnamed: 10,Unnamed: 11,userlink
1577th,dxnger,1h 14m 44s 011ms,1h 14m 44s 011ms,1h 14m 44s 011ms (in-game time),1.16.3,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/dxnger
1578th,SheepBoy,1h 15m 06s,1h 15m 06s,1h 15m 06s (in-game time),1.16.1,Easy,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/SheepBoy
1579th,Toto,1h 15m 26s 082ms,1h 15m 13s 090ms,1h 15m 13s 090ms (in-game time),1.16.4,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Toto
1580th,DSPMinecraftMirror,1h 15m 15s,1h 15m 15s,1h 15m 15s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/DSPMinecraftMirror
1581st,grabage,1h 15m 33s 700ms,1h 15m 24s 600ms,1h 15m 24s 600ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/grabage
1582nd,TwigTheSavage,1h 15m 30s 890ms,1h 15m 30s 890ms,1h 15m 30s 890ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/TwigTheSavage
1583rd,ShadowxTR,1h 16m 03s,1h 15m 51s,1h 15m 51s (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/ShadowxTR
1584th,Jb3403,1h 15m 55s,1h 15m 55s,1h 15m 55s (in-game time),1.16.1,Normal,F3,Optifine,8 months ago,,,https://www.speedrun.com/user/Jb3403
1585th,mAnyL,1h 16m 37s 075ms,1h 16m 37s 075ms,1h 16m 37s 075ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/mAnyL
1586th,Fabito,1h 16m 38s 270ms,1h 16m 37s 300ms,1h 16m 37s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Fabito
1587th,Werewolf8_8,1h 17m 08s 068ms,1h 16m 48s,1h 16m 48s (in-game time),1.16.2,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Werewolf8_8
1588th,CapPieSon,1h 16m 51s,1h 16m 51s,1h 16m 51s (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/CapPieSon
1589th,DAsh,1h 17m 21s 340ms,1h 17m 11s 400ms,1h 17m 11s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/DAsh
1590th,LocutusOfNord,1h 17m 28s,1h 17m 17s,1h 17m 17s (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/LocutusOfNord
1591st,reversee,1h 17m 24s 367ms,1h 17m 21s 740ms,1h 17m 21s 740ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/reversee
1592nd,con_0805,1h 18m 09s 770ms,1h 17m 27s 400ms,1h 17m 27s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/con_0805
1593rd,InTol,1h 17m 42s 679ms,1h 17m 36s 330ms,1h 17m 36s 330ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/InTol
1594th,SimqlySketch,1h 17m 41s 660ms,1h 17m 41s 150ms,1h 17m 41s 150ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/SimqlySketch
1595th,truesh00ter,1h 20m 26s 250ms,1h 17m 56s 600ms,1h 17m 56s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/truesh00ter
1596th,Professor_Pork,1h 21m 00s,1h 17m 58s 086ms,1h 17m 58s 086ms (in-game time),1.16.4,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Professor_Pork
1597th,jayjaygaming200,1h 18m 12s 860ms,1h 18m 12s 860ms,1h 18m 12s 860ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/jayjaygaming200
1598th,goobrwastaken,1h 18m 39s 900ms,1h 18m 39s 900ms,1h 18m 39s 900ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/goobrwastaken
1599th,aqts,1h 18m 45s 490ms,1h 18m 43s 550ms,1h 18m 43s 550ms (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/aqts
1600th,MrXboxdylan,1h 18m 51s 020ms,1h 18m 51s 020ms,1h 18m 51s 020ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/MrXboxdylan
1601st,roel_bellemans,1h 19m 07s 043ms,1h 19m 07s 046ms,1h 19m 07s 046ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/roel_bellemans
1602nd,Yumii,1h 19m 25s 080ms,1h 19m 23s 095ms,1h 19m 23s 095ms (in-game time),1.16.1,Normal,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Yumii
1603rd,Traintle,1h 19m 46s,1h 19m 30s,1h 19m 30s (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/Traintle
1604th,LaFrost,1h 19m 30s 097ms,1h 19m 30s 082ms,1h 19m 30s 082ms (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/LaFrost
1605th,Chrazzers,1h 19m 31s,1h 19m 31s,1h 19m 31s (in-game time),1.16.1,Easy,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Chrazzers
