Player,Real time,In-game time,Difficulty,F3,Mods,Date,userlink
LE047,29m 48s 390ms,28m 52s 150ms,1.16.1,Hardcore,F3,CaffeineMC,https://www.speedrun.com/user/Dayto
Dayto,28m 53s 270ms,28m 53s 270ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MarkAlarm
MarkAlarm,28m 54s,28m 54s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Reparzival
Reparzival,28m 56s,28m 56s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SpicedTrash
SpicedTrash,28m 56s 420ms,28m 56s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Botervlieg
Botervlieg,29m 02s 000ms,28m 56s 000ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/eggmasterxd
eggmasterxd,29m 18s 420ms,28m 56s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/AntiChicken
AntiChicken,29m 02s 062ms,28m 57s 075ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Xerionix
Xerionix,29m 18s 370ms,28m 58s 350ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/CreepyLavaMan
CreepyLavaMan,30m 01s 470ms,28m 59s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Bremu
Bremu,29m 07s 550ms,29m 01s 800ms,1.16.1,Normal,F3,Optifine,https://www.speedrun.com/user/Tristhan
Tristhan,29m 26s,29m 02s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ERM_555
ERM_555,29m 52s 470ms,29m 06s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/CocohMC
CocohMC,29m 06s 440ms,29m 06s 440ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Chrilletz
Chrilletz,29m 07s,29m 07s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SuperAiderton
SuperAiderton,29m 59s,29m 07s,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Sympathy
Sympathy,29m 44s 048ms,29m 07s 025ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/CaptainDaddy
CaptainDaddy,29m 26s 089ms,29m 09s 055ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/HockeyLover469
HockeyLover469,29m 12s 057ms,29m 09s 085ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/soymoi
soymoi,29m 37s 540ms,29m 09s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Carrot1324
Carrot1324,29m 22s,29m 09s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Vaguetti
Vaguetti,29m 47s 230ms,29m 10s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Vespher
Vespher,29m 10s 800ms,29m 10s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/HeresJohnny
HeresJohnny,30m 09s 730ms,29m 12s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Denry
Denry,31m 27s 440ms,29m 12s 300ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Symbal
Symbal,31m 01s 830ms,29m 13s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Gunaji
Gunaji,29m 53s 730ms,29m 15s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/sanfarans
sanfarans,29m 43s 230ms,29m 16s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/JegErHurtig
JegErHurtig,29m 20s 790ms,29m 16s 200ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/ComplicatedCow
ComplicatedCow,29m 30s 990ms,29m 18s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/319phoenix
319phoenix,29m 23s 230ms,29m 18s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Coopa
Coopa,29m 20s 290ms,29m 20s 290ms,1.16.1,Normal,No F3,CaffeineMC,https://www.speedrun.com/user/Greenyy
Greenyy,29m 25s 099ms,29m 21s 035ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/LaggyBird_
LaggyBird_,29m 41s 470ms,29m 21s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Farzick
Farzick,29m 38s 850ms,29m 23s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Sleepyhead08
Sleepyhead08,29m 59s 320ms,29m 23s 300ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/PhantomBird
PhantomBird,29m 30s 930ms,29m 24s 420ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/zipfile
zipfile,29m 28s 084ms,29m 26s 085ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Lyphics
Lyphics,29m 35s 610ms,29m 26s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Anakan
Anakan,30m 48s 560ms,29m 29s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/5BlockNeo
5BlockNeo,30m 02s 200ms,29m 30s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/viper_launchpad
viper_launchpad,29m 38s 880ms,29m 30s 450ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/dokkkiiiii
dokkkiiiii,29m 31s 280ms,29m 30s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/legendaryrobocat
legendaryrobocat,29m 31s,29m 31s,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Austiin
Austiin,29m 33s 970ms,29m 31s 600ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/MisterSuess
MisterSuess,29m 31s 093ms,29m 32s 005ms,1.16,Easy,F3,Vanilla,https://www.speedrun.com/user/yeeuoi
yeeuoi,30m 06s 650ms,29m 36s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/FireWolf
FireWolf,29m 44s,29m 37s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/wothers
wothers,30m 11s 437ms,29m 37s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/haruww
haruww,29m 38s,29m 38s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/CataclysmicFish
CataclysmicFish,29m 39s,29m 39s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/v2rey
v2rey,29m 55s 000ms,29m 39s 000ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Nehtion
Nehtion,29m 56s 660ms,29m 39s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/OgmoeForReal
OgmoeForReal,29m 40s,29m 40s,1.17,Easy,F3,Vanilla,https://www.speedrun.com/user/Jumix
Jumix,29m 50s 460ms,29m 40s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Vukasz
Vukasz,29m 52s 580ms,29m 41s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Junee
Junee,30m 10s 140ms,29m 41s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Amcclmdm
Amcclmdm,31m 27s 410ms,29m 42s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/PrinceofSha
PrinceofSha,29m 43s 000ms,29m 43s 000ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/BennyD
BennyD,29m 52s 167ms,29m 44s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Source
Source,30m 42s,29m 45s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/_FallenTurtle_
_FallenTurtle_,29m 50s 470ms,29m 50s 470ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/GreenIsFavColour
GreenIsFavColour,30m 14s,29m 51s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/GamingLand
GamingLand,32m 19s 730ms,29m 51s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/salt___y
salt___y,29m 57s 630ms,29m 52s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TJBirrd
TJBirrd,29m 52s 082ms,29m 52s 082ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Bazooka_MC
Bazooka_MC,30m 13s 470ms,29m 53s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/hasjberg
hasjberg,29m 53s 650ms,29m 53s 650ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/BlueCrystal004
BlueCrystal004,29m 54s,29m 54s,1.16.1,Normal,No F3,Vanilla,https://www.speedrun.com/user/ellisg56
ellisg56,29m 54s 400ms,29m 54s 400ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/labrador
labrador,30m 14s 350ms,29m 55s 200ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/ytp_
ytp_,34m 24s 098ms,29m 56s 040ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/ArtisticGenius1
ArtisticGenius1,30m 00s 013ms,29m 56s 075ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/marinersfan824
marinersfan824,30m 33s 480ms,29m 56s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/OjeteInsatisfecho
OjeteInsatisfecho,30m 35s 652ms,29m 58s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/YaBoiJSmith
YaBoiJSmith,30m 31s 570ms,29m 59s 130ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Girtinek
Girtínek,30m 22s 200ms,30m 00s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/pavlem
pavlem,30m 38s 360ms,30m 00s 400ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/krysoer
krysoer,30m 28s 410ms,30m 01s 200ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Anthony89810
Anthony89810,31m 57s,30m 03s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/DrawThatRedstone
DrawThatRedstone,30m 04s 910ms,30m 04s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/rf.
rf.,30m 27s 310ms,30m 04s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/vis_bal
vis_bal,30m 05s 030ms,30m 05s 030ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TrashPanda70
TrashPanda70,30m 26s 050ms,30m 06s 350ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/excambaw
excambaw,30m 12s 670ms,30m 07s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/AabhasDanger
AabhasDanger,31m 04s 250ms,30m 07s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/St0rmD
St0rmD,30m 07s 940ms,30m 07s 940ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Torsoto
Torsoto,30m 28s,30m 08s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/hashem0_
hashem0_,30m 34s 570ms,30m 09s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/tvtx
tvtx,32m 00s 770ms,30m 10s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Simocos
Simocos,31m 00s 160ms,30m 11s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TeHax
TeHax,30m 12s 520ms,30m 12s 400ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/FrankieSR
FrankieSR,30m 13s 016ms,30m 12s 550ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/stevecrafts
stevecrafts,30m 14s,30m 14s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/ThanhSchaefer
ThanhSchaefer,30m 16s 440ms,30m 15s 300ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Saltana
Saltana,30m 21s 360ms,30m 16s 300ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Al3ki
Al3ki,30m 58s 890ms,30m 16s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Hurzz
Hurzz,30m 46s,30m 18s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Django88
Django88,30m 25s 400ms,30m 18s 200ms,1.16.1,Normal,No F3,CaffeineMC,https://www.speedrun.com/user/JohnnyMosquito
JohnnyMosquito,30m 31s 630ms,30m 20s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/daviddotorg
daviddotorg,30m 28s 080ms,30m 22s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Insipidness
Insipidness,30m 45s 310ms,30m 25s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SpIash
SpIash,31m 14s 210ms,30m 26s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/closet_witch
closet_witch,30m 44s 537ms,30m 27s 150ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/tree_more
tree_more,39m 18s 079ms,30m 28s 010ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/JKFox
JKFox,30m 48s 858ms,30m 28s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/sympli
sympli,30m 38s 990ms,30m 30s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Tsooo
Tsooo,31m 04s 580ms,30m 30s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dready
Dready,30m 35s 053ms,30m 31s 025ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Torrecilha
Torrecilha,30m 31s 400ms,30m 31s 400ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/nim67
nim67,30m 38s 380ms,30m 34s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/HyruTV
HyruTV,31m 28s 820ms,30m 34s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/JemBren
JemBren,30m 44s 790ms,30m 34s 750ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/whit3andblack
whit3andblack,30m 12s 009ms,30m 36s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Cogs349
Cogs349,30m 55s,30m 36s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Desch
Desch,30m 37s,30m 37s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Jayjay370
Jayjay370,31m 18s 500ms,30m 39s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/dinojoaco
dinojoaco,30m 54s 057ms,30m 41s 065ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Avevation
Avevation,32m 31s 120ms,30m 41s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Rahn
Rahn,30m 46s 057ms,30m 44s 047ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TurbiiniSpurg
TurbiiniSpurg,30m 47s,30m 47s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Diaxene
Diaxene,31m 28s 270ms,30m 48s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/EpicSnek
EpicSnek,30m 58s 910ms,30m 50s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Fantom548
Fantom548,30m 52s,30m 52s,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/CoolTrainerCory
CoolTrainerCory,30m 52s 600ms,30m 52s 600ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/littleroot
littleroot,31m 00s 620ms,30m 53s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Shardanaa
Shardanaa,32m 16s 420ms,30m 55s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/NiT786
NiT786,31m 09s 330ms,30m 56s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/lolmegatron
lolmegatron,31m 16s 860ms,30m 56s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Mevarit
Mevarit,30m 56s 480ms,30m 56s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Hoejreged2
Hoejreged2,31m 21s 740ms,30m 56s 779ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/no_cool_name
no_cool_name,32m 14s,30m 57s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Spondos
Spondos,32m 21s 790ms,30m 58s 450ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Trash_Resolution
Trash_Resolution,31m 31s 510ms,30m 59s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/GRIDoN
GRIDoN,31m 33s 035ms,31m 03s 055ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/TacoONG
TacoONG,31m 10s 680ms,31m 04s 650ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/lmmtennis
lmmtennis,31m 52s 910ms,31m 05s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/BestWelSaddig
BestWelSaddig,31m 15s 710ms,31m 05s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/VStrizzy
VStrizzy,31m 46s,31m 08s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Johdude
Johdude,31m 17s 750ms,31m 11s 250ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/JrMintz
JrMintz,31m 40s 550ms,31m 11s 250ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Haroon_Chan
Haroon_Chan,31m 13s 250ms,31m 11s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/AiW0N
AiW0N,31m 15s 013ms,31m 12s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/karli_kolumbus09
karli_kolumbus09,31m 13s 750ms,31m 12s 150ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Falso_Simp
Falso_Simp,31m 18s 900ms,31m 13s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/At0miK_00
At0miK_00,31m 47s,31m 17s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Raaavel
Raaavel,31m 23s 009ms,31m 17s 035ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/pmaccamp
pmaccamp,31m 50s,31m 23s 065ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Mauvy
Mauvy,31m 24s 010ms,31m 24s 010ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Samura1man
Samura1man,32m 22s,31m 25s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/landmonkey
landmonkey,31m 26s 025ms,31m 26s 011ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/FsGrave
FsGrave,31m 28s 660ms,31m 28s 660ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Creeper_Cactus
Creeper_Cactus,31m 46s 690ms,31m 29s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Efficiency
Efficiency,31m 37s 200ms,31m 29s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/FatalEA
FatalEA,31m 29s 333ms,31m 29s 333ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/DaveGax
DaveGax,31m 35s 030ms,31m 30s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/RobinTheMagicShell
RobinTheMagicShell,31m 52s 090ms,31m 31s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/NoDeer
NoDeer,31m 32s 048ms,31m 32s 048ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/BubbyWubbyTubby
BubbyWubbyTubby,32m 25s 480ms,31m 32s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/chachacha2103
chachacha2103,32m 06s 008ms,31m 33s 095ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/lusiados
lusiados,31m 36s 063ms,31m 34s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Frankku
Frankku,36m 26s 098ms,31m 36s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Artemis
Artemis,32m 19s,31m 36s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/LMBlaze
LMBlaze,31m 38s 080ms,31m 38s,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Marmey
Marmey,31m 42s 270ms,31m 38s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TheGreatAli
TheGreatAli,32m 34s 081ms,31m 39s 030ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/eLcacos
eLcacos,32m 02s 740ms,31m 39s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/FreeNeck
FreeNeck,31m 50s,31m 40s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MunkeyVision
MunkeyVision,32m 24s 660ms,31m 40s 050ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Syun_256
Syun_256,33m 21s 120ms,31m 42s 750ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Nikolech
Nikolech,31m 49s 630ms,31m 43s 050ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Grapeee_
Grapeee_,32m 06s 700ms,31m 44s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/KleinHD
KleinHD,32m 53s 050ms,31m 45s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Feats
Feats,31m 50s 046ms,31m 46s 085ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Rayilo
Rayilo,32m 00s 052ms,31m 46s 085ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Jonathinater
Jonathinater,32m 14s 100ms,31m 46s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/gwoth
gwoth,32m 00s 380ms,31m 46s 850ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/ItzBurb
ItzBurb,33m 26s 091ms,31m 47s 040ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Canuck
Canuck,32m 06s 050ms,31m 47s 500ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/MikelDPikel
MikelDPikel,31m 45s,31m 48s,1.16.1,Normal,No F3,Vanilla,https://www.speedrun.com/user/Terraciid
Terraciid,33m 00s,31m 48s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/IdoxThePog
IdoxThePog,33m 28s 950ms,31m 48s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/GainAim
GainAim,33m 15s 560ms,31m 48s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Zethran
Zethran,32m 32s 910ms,31m 49s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Adamii
Adamii,32m 03s 610ms,31m 52s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/justcallmemoist
justcallmemoist,34m 50s 630ms,31m 53s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Lolkas_meep
Lolkas_meep,33m 49s 500ms,31m 55s,1.16,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Eny
Eny,32m 01s 052ms,31m 55s 950ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Duey
Duey,34m 04s 650ms,31m 56s 900ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/AquaticPickler
AquaticPickler,32m 04s 920ms,31m 56s 950ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Domca26
Domca26,33m 00s 350ms,31m 58s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/clappedlogan2k
clappedlogan2k,32m 05s 054ms,32m 05s 054ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Milanche
Milanche,32m 06s 020ms,32m 06s 020ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Doublen777
Doublen777,33m 41s 290ms,32m 06s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MegaKoe
MegaKoe,32m 36s 280ms,32m 07s 150ms,1.16.1,Hardcore,F3,CaffeineMC,https://www.speedrun.com/user/wabbitblaster
wabbitblaster,32m 08s 067ms,32m 08s 067ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Torje
Torje,32m 22s,32m 09s 700ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/BillCanadaCL
BillCanadaCL,32m 32s 940ms,32m 09s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/xMax_x
xMax_x,32m 29s 069ms,32m 10s 015ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/_Lefi
_Lefi,33m 16s 470ms,32m 13s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/GageTM
GageTM,32m 14s 051ms,32m 14s 051ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Kazzimierz_
Kazzimierz_,32m 15s,32m 15s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/curl
curl,36m 12s 340ms,32m 15s 400ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/DrAtlas252
DrAtlas252,32m 29s 520ms,32m 15s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/miwet_
miwet_,32m 18s 044ms,32m 16s 040ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/conVecktor
conVecktor,33m 23s 640ms,32m 17s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/LUK_345
LUK_345,32m 24s 280ms,32m 17s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Mrhv
Mrhv,32m 18s 910ms,32m 18s 910ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Borky
Borky,32m 59s,32m 19s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Slinkyboi_
Slinkyboi_,32m 21s 710ms,32m 21s 710ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/TheSwample
TheSwample,32m 34s,32m 22s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Kommunarka
Kommunarka,32m 22s 008ms,32m 22s 008ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Yosherax
Yosherax,32m 52s 590ms,32m 23s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Stingystring
Stingystring,32m 26s 310ms,32m 24s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/YetiToBeDiscovered
