;Username;Game;In-game-time;Date
0;7Pixels;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 47s 750ms (in-game time) (348th place);18m 47s 750ms ();2021-02-28
4;7Pixels;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 28s 100ms (in-game time) (- place);23m 28s 100ms ();2021-01-13
