;Username;Game;In-game-time;Date
2;BooleanC5;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 04s 600ms (in-game time) (124th place);16m 04s 600ms ();2021-04-03
3;BooleanC5;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 36s 600ms (in-game time) (- place);19m 36s 600ms ();2021-03-20
5;BooleanC5;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 22m 53s 900ms (in-game time) (- place);22m 53s 900ms ();2020-11-24
