;Username;Game;In-game-time;Date
0;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 16s 167ms (in-game time) (43rd place);14m 16s 167ms ();2021-04-13
1;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 49s 150ms (in-game time) (- place);14m 49s 150ms ();2021-04-09
2;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 07s 300ms (in-game time) (- place);15m 07s 300ms ();2021-04-05
3;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 02s 367ms (in-game time) (- place);16m 02s 367ms ();2021-03-13
4;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 13s 350ms (in-game time) (- place);18m 13s 350ms ();2021-02-05
5;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 49s 150ms (in-game time) (- place);19m 49s 150ms ();2021-01-24
6;Crookst;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 24m 26s 650ms (in-game time) (- place);24m 26s 650ms ();2021-01-16
