;Username;Game;In-game-time;Date
1;sergietesan;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 25s 080ms (in-game time) (317th place);18m 25s 080ms ();2021-04-15
2;sergietesan;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 22m 03s 550ms (in-game time) (- place);22m 03s 550ms ();2021-02-08
