;Username;Game;In-game-time;Date
0;fxre;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 17s 750ms (in-game time) (213th place);17m 17s 750ms ();2021-06-12
1;fxre;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 28s (in-game time) (- place);20m 28s ();2021-05-30
