;Username;Game;In-game-time;Date
0;Dowsky;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 13m 41s 467ms (in-game time) (22nd place);13m 41s 467ms ();2021-04-16
2;Dowsky;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 44s 100ms (in-game time) (- place);15m 44s 100ms ();2020-12-11
3;Dowsky;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 27s 400ms (in-game time) (- place);20m 27s 400ms ();2020-11-19
