;Username;Game;In-game-time;Date
0;Decavex;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 36s 350ms (in-game time) (56th place);14m 36s 350ms ();2021-04-10
1;Decavex;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 35s 200ms (in-game time) (- place);19m 35s 200ms ();2021-03-10
3;Decavex;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 31s 550ms (in-game time) (- place);23m 31s 550ms ();2020-12-23
