;Username;Game;In-game-time;Date
2;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 13m 12s 267ms (in-game time) (15th place);13m 12s 267ms ();2021-05-22
3;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 08s 750ms (in-game time) (- place);17m 08s 750ms ();2021-04-22
4;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 38s 300ms (in-game time) (- place);18m 38s 300ms ();2021-04-07
5;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 17s (in-game time) (- place);22m 17s ();2021-04-03
9;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 04s 900ms (in-game time) (- place);26m 04s 900ms ();2021-03-04
10;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 41s 550ms (in-game time) (- place);26m 41s 550ms ();2021-02-28
11;Ravalle;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 36m 33s (in-game time) (- place);36m 33s ();2021-02-27
