;Username;Game;In-game-time;Date
0;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 14s 950ms (in-game time) (81st place);15m 14s 950ms ();2021-05-14
1;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 46s 550ms (in-game time) (- place);16m 46s 550ms ();2021-02-22
2;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 21s 550ms (in-game time) (- place);20m 21s 550ms ();2021-02-18
3;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 54s 900ms (in-game time) (- place);21m 54s 900ms ();2021-02-14
4;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 27s 500ms (in-game time) (- place);25m 27s 500ms ();2021-01-31
5;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 41s 199ms (in-game time) (- place);25m 41s 199ms ();2021-01-23
6;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 28m 01s 098ms (in-game time) (- place);28m 01s 098ms ();2021-01-20
7;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 33m 06s 200ms (in-game time) (- place);33m 06s 200ms ();2021-01-18
8;Toph033;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 49m 15s 091ms (in-game time) (- place);49m 15s 091ms ();2021-01-12
