;Username;Game;In-game-time;Date
0;avieuwu;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 11s 050ms (in-game time) (385th place);19m 11s 050ms ();2021-06-10
2;avieuwu;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 48s 800ms (in-game time) (- place);22m 48s 800ms ();2021-05-01
