;Username;Game;In-game-time;Date
0;Asterie;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 30s (in-game time) (323rd place);18m 30s ();2021-06-19
1;Asterie;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 27m 16s (in-game time) (- place);27m 16s ();2021-04-14
