;Username;Game;In-game-time;Date
0;IsaacLewisS;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 58s 000ms (in-game time) (365th place);18m 58s 000ms ();2021-06-12
1;IsaacLewisS;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 23s 000ms (in-game time) (- place);21m 23s 000ms ();2021-05-08
