;Username;Game;In-game-time;Date
0;DrDrProf;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 31s (in-game time) (419th place);19m 31s ();2021-03-21
