;Username;Game;In-game-time;Date
0;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 12m 09s 817ms (in-game time) (6th place);12m 09s 817ms ();2021-02-26
1;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 15m 48s 100ms (in-game time) (- place);15m 48s 100ms ();2021-01-28
2;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 17m 42s 900ms (in-game time) (- place);17m 42s 900ms ();2021-01-03
3;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 20m 55s 850ms (in-game time) (- place);20m 55s 850ms ();2020-12-12
4;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 22m 59s 350ms (in-game time) (- place);22m 59s 350ms ();2020-11-28
5;TwoLetterName;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 25m 35s 250ms (in-game time) (- place);25m 35s 250ms ();2020-11-08
