;Username;Game;In-game-time;Date
2;Jakers_42;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 30s 100ms (in-game time) (53rd place);14m 30s 100ms ();2021-05-25
3;Jakers_42;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 20m 57s 800ms (in-game time) (- place);20m 57s 800ms ();2020-12-24
