;Username;Game;In-game-time;Date
0;itrac;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 45s 550ms (in-game time) (444th place);19m 45s 550ms ();2021-02-12
1;itrac;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 09s 650ms (in-game time) (- place);23m 09s 650ms ();2021-01-26
