;Username;Game;In-game-time;Date
19;bratles;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 23s (in-game time) (407th place);19m 23s ();2021-06-05
22;bratles;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 19m 33s 100ms (in-game time) (- place);19m 33s 100ms ();2021-02-18
