;Username;Game;In-game-time;Date
5;Sp3dward;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 41s (in-game time) (340th place);18m 41s ();2021-05-08
6;Sp3dward;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 23m 26s 200ms (in-game time) (- place);23m 26s 200ms ();2021-02-22
