;Username;Game;In-game-time;Date
0;jojoe77777;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 32s 367ms (in-game time) (94th place);15m 32s 367ms ();2021-03-30
1;jojoe77777;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 55s 100ms (in-game time) (- place);19m 55s 100ms ();2020-12-09
4;jojoe77777;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 59s 350ms (in-game time) (- place);23m 59s 350ms ();2020-10-20
5;jojoe77777;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 00s (in-game time) (- place);26m 00s ();2020-10-06
6;jojoe77777;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 45m 41s 690ms (in-game time) (- place);45m 41s 690ms ();2020-07-02
