;Username;Game;In-game-time;Date
0;knau;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 51s 350ms (in-game time) (112th place);15m 51s 350ms ();2021-05-26
1;knau;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 47s 500ms (in-game time) (- place);18m 47s 500ms ();2021-03-06
