;Username;Game;In-game-time;Date
0;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 17m 46s 750ms (in-game time) (257th place);17m 46s 750ms ();2021-05-21
2;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 22m 08s 600ms (in-game time) (- place);22m 08s 600ms ();2021-02-20
4;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 23m 03s 050ms (in-game time) (- place);23m 03s 050ms ();2021-02-07
5;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 51s 150ms (in-game time) (- place);26m 51s 150ms ();2021-01-23
9;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 28m 36s 500ms (in-game time) (- place);28m 36s 500ms ();2021-01-09
12;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 29m 19s 400ms (in-game time) (- place);29m 19s 400ms ();2020-12-19
15;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 32m 31s 670ms (in-game time) (- place);32m 31s 670ms ();2020-09-04
16;tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 51m 56s 520ms (in-game time) (- place);51m 56s 520ms ();2020-07-23
