;Username;Game;In-game-time;Date
0;zhaopoww;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 48s 750ms (in-game time) (261st place);17m 48s 750ms ();2021-04-08
1;zhaopoww;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 24m 55s 200ms (in-game time) (- place);24m 55s 200ms ();2021-02-12
