;Username;Game;In-game-time;Date
2;ChezzyNachos;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 06s 600ms (in-game time) (378th place);19m 06s 600ms ();2021-04-20
3;ChezzyNachos;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 24m 12s 600ms (in-game time) (- place);24m 12s 600ms ();2021-04-04
