;Username;Game;In-game-time;Date
0;veriguturwiso;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 26s 150ms (in-game time) (224th place);17m 26s 150ms ();2021-03-21
1;veriguturwiso;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 52s 400ms (in-game time) (- place);18m 52s 400ms ();2021-03-18
