;Username;Game;In-game-time;Date
0;shortyxd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 47s 900ms (in-game time) (172nd place);16m 47s 900ms ();2021-05-19
1;shortyxd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 20s (in-game time) (- place);22m 20s ();2021-05-15
2;shortyxd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 04s 150ms (in-game time) (- place);23m 04s 150ms ();2021-05-09
