;Username;Game;In-game-time;Date
0;RaisinBranden;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 08s 150ms (in-game time) (195th place);17m 08s 150ms ();2021-04-06
1;RaisinBranden;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 54s 750ms (in-game time) (- place);19m 54s 750ms ();2021-03-27
2;RaisinBranden;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 18s 150ms (in-game time) (- place);21m 18s 150ms ();2021-03-23
3;RaisinBranden;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 26m 27s 350ms (in-game time) (- place);26m 27s 350ms ();2021-01-13
