;Username;Game;In-game-time;Date
2;pure9243;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 33s 400ms (in-game time) (332nd place);18m 33s 400ms ();2021-03-12
3;pure9243;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 29s 550ms (in-game time) (- place);23m 29s 550ms ();2021-02-19
4;pure9243;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 53s 010ms (in-game time) (- place);25m 53s 010ms ();2021-02-10
5;pure9243;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 29m 29s 350ms (in-game time) (- place);29m 29s 350ms ();2021-02-02
6;pure9243;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 33m 53s (in-game time) (- place);33m 53s ();2021-01-06
