;Username;Game;In-game-time;Date
0;MoDDyChat;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 38s 100ms (in-game time) (434th place);19m 38s 100ms ();2021-03-27
1;MoDDyChat;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 46s 800ms (in-game time) (- place);21m 46s 800ms ();2021-03-08
